"Location","Report_date","Cases"
"Waitemata","2020-12-31",0
"Waitemata","2020-12-30",0
"Waitemata","2020-12-29",0
"Waitemata","2020-12-28",0
"Waitemata","2020-12-27",0
"Waitemata","2020-12-26",0
"Waitemata","2020-12-25",0
"Waitemata","2020-12-24",0
"Waitemata","2020-12-23",0
"Waitemata","2020-12-22",0
"Waitemata","2020-12-21",0
"Waitemata","2020-12-20",0
"Waitemata","2020-12-19",0
"Waitemata","2020-12-18",0
"Waitemata","2020-12-17",0
"Waitemata","2020-12-16",0
"Waitemata","2020-12-15",0
"Waitemata","2020-12-14",0
"Waitemata","2020-12-13",0
"Waitemata","2020-12-12",0
"Waitemata","2020-12-11",0
"Waitemata","2020-12-10",0
"Waitemata","2020-12-09",0
"Waitemata","2020-12-08",0
"Waitemata","2020-12-07",0
"Waitemata","2020-12-06",0
"Waitemata","2020-12-05",0
"Waitemata","2020-12-04",0
"Waitemata","2020-12-03",0
"Waitemata","2020-12-02",0
"Waitemata","2020-12-01",0
"Waitemata","2020-11-30",0
"Waitemata","2020-11-29",0
"Waitemata","2020-11-28",0
"Waitemata","2020-11-27",0
"Waitemata","2020-11-26",0
"Waitemata","2020-11-25",0
"Waitemata","2020-11-24",0
"Waitemata","2020-11-23",0
"Waitemata","2020-11-22",0
"Waitemata","2020-11-21",0
"Waitemata","2020-11-20",0
"Waitemata","2020-11-19",0
"Waitemata","2020-11-18",0
"Waitemata","2020-11-17",0
"Waitemata","2020-11-16",0
"Waitemata","2020-11-15",0
"Waitemata","2020-11-14",0
"Waitemata","2020-11-13",0
"Waitemata","2020-11-12",0
"Waitemata","2020-11-11",0
"Waitemata","2020-11-10",0
"Waitemata","2020-11-09",0
"Waitemata","2020-11-08",0
"Waitemata","2020-11-07",0
"Waitemata","2020-11-06",0
"Waitemata","2020-11-05",0
"Waitemata","2020-11-04",0
"Waitemata","2020-11-03",0
"Waitemata","2020-11-02",0
"Waitemata","2020-11-01",0
"Waitemata","2020-10-31",0
"Waitemata","2020-10-30",0
"Waitemata","2020-10-29",0
"Waitemata","2020-10-28",0
"Waitemata","2020-10-27",0
"Waitemata","2020-10-26",0
"Waitemata","2020-10-25",0
"Waitemata","2020-10-24",0
"Waitemata","2020-10-23",0
"Waitemata","2020-10-22",1
"Waitemata","2020-10-21",1
"Waitemata","2020-10-20",0
"Waitemata","2020-10-19",0
"Waitemata","2020-10-18",0
"Waitemata","2020-10-17",1
"Waitemata","2020-10-16",0
"Waitemata","2020-10-15",0
"Waitemata","2020-10-14",0
"Waitemata","2020-10-13",0
"Waitemata","2020-10-12",0
"Waitemata","2020-10-11",0
"Waitemata","2020-10-10",0
"Waitemata","2020-10-09",0
"Waitemata","2020-10-08",0
"Waitemata","2020-10-07",0
"Waitemata","2020-10-06",0
"Waitemata","2020-10-05",0
"Waitemata","2020-10-04",0
"Waitemata","2020-10-03",0
"Waitemata","2020-10-02",0
"Waitemata","2020-10-01",0
"Waitemata","2020-09-30",0
"Waitemata","2020-09-29",0
"Waitemata","2020-09-28",0
"Waitemata","2020-09-27",0
"Waitemata","2020-09-26",0
"Waitemata","2020-09-25",0
"Waitemata","2020-09-24",1
"Waitemata","2020-09-23",0
"Waitemata","2020-09-22",0
"Waitemata","2020-09-21",0
"Waitemata","2020-09-20",0
"Waitemata","2020-09-19",0
"Waitemata","2020-09-18",0
"Waitemata","2020-09-17",0
"Waitemata","2020-09-16",0
"Waitemata","2020-09-15",0
"Waitemata","2020-09-14",0
"Waitemata","2020-09-13",0
"Waitemata","2020-09-12",1
"Waitemata","2020-09-11",2
"Waitemata","2020-09-10",0
"Waitemata","2020-09-09",1
"Waitemata","2020-09-08",3
"Waitemata","2020-09-07",4
"Waitemata","2020-09-06",2
"Waitemata","2020-09-05",5
"Waitemata","2020-09-04",1
"Waitemata","2020-09-03",0
"Waitemata","2020-09-02",1
"Waitemata","2020-09-01",0
"Waitemata","2020-08-31",1
"Waitemata","2020-08-30",0
"Waitemata","2020-08-29",1
"Waitemata","2020-08-28",3
"Waitemata","2020-08-27",5
"Waitemata","2020-08-26",4
"Waitemata","2020-08-25",2
"Waitemata","2020-08-24",2
"Waitemata","2020-08-23",1
"Waitemata","2020-08-22",2
"Waitemata","2020-08-21",1
"Waitemata","2020-08-20",1
"Waitemata","2020-08-19",3
"Waitemata","2020-08-18",1
"Waitemata","2020-08-17",0
"Waitemata","2020-08-16",0
"Waitemata","2020-08-15",3
"Waitemata","2020-08-14",0
"Waitemata","2020-08-13",2
"Waitemata","2020-08-12",4
"Waitemata","2020-08-11",0
"Waitemata","2020-08-10",0
"Waitemata","2020-08-09",0
"Waitemata","2020-08-08",0
"Waitemata","2020-08-07",0
"Waitemata","2020-08-06",0
"Waitemata","2020-08-05",0
"Waitemata","2020-08-04",0
"Waitemata","2020-08-03",0
"Waitemata","2020-08-02",0
"Waitemata","2020-08-01",0
"Waitemata","2020-07-31",0
"Waitemata","2020-07-30",0
"Waitemata","2020-07-29",0
"Waitemata","2020-07-28",0
"Waitemata","2020-07-27",0
"Waitemata","2020-07-26",0
"Waitemata","2020-07-25",0
"Waitemata","2020-07-24",0
"Waitemata","2020-07-23",0
"Waitemata","2020-07-22",0
"Waitemata","2020-07-21",0
"Waitemata","2020-07-20",0
"Waitemata","2020-07-19",0
"Waitemata","2020-07-18",0
"Waitemata","2020-07-17",0
"Waitemata","2020-07-16",0
"Waitemata","2020-07-15",0
"Waitemata","2020-07-14",0
"Waitemata","2020-07-13",0
"Waitemata","2020-07-12",0
"Waitemata","2020-07-11",0
"Waitemata","2020-07-10",0
"Waitemata","2020-07-09",0
"Waitemata","2020-07-08",0
"Waitemata","2020-07-07",0
"Waitemata","2020-07-06",0
"Waitemata","2020-07-05",0
"Waitemata","2020-07-04",0
"Waitemata","2020-07-03",0
"Waitemata","2020-07-02",0
"Waitemata","2020-07-01",0
"Waitemata","2020-06-30",0
"Waitemata","2020-06-29",0
"Waitemata","2020-06-28",0
"Waitemata","2020-06-27",0
"Waitemata","2020-06-26",0
"Waitemata","2020-06-25",0
"Waitemata","2020-06-24",0
"Waitemata","2020-06-23",0
"Waitemata","2020-06-22",0
"Waitemata","2020-06-21",0
"Waitemata","2020-06-20",0
"Waitemata","2020-06-19",0
"Waitemata","2020-06-18",0
"Waitemata","2020-06-17",0
"Waitemata","2020-06-16",0
"Waitemata","2020-06-15",0
"Waitemata","2020-06-14",0
"Waitemata","2020-06-13",0
"Waitemata","2020-06-12",0
"Waitemata","2020-06-11",0
"Waitemata","2020-06-10",0
"Waitemata","2020-06-09",0
"Waitemata","2020-06-08",0
"Waitemata","2020-06-07",0
"Waitemata","2020-06-06",0
"Waitemata","2020-06-05",0
"Waitemata","2020-06-04",0
"Waitemata","2020-06-03",0
"Waitemata","2020-06-02",0
"Waitemata","2020-06-01",0
"Waitemata","2020-05-31",0
"Waitemata","2020-05-30",0
"Waitemata","2020-05-29",0
"Waitemata","2020-05-28",0
"Waitemata","2020-05-27",0
"Waitemata","2020-05-26",0
"Waitemata","2020-05-25",0
"Waitemata","2020-05-24",0
"Waitemata","2020-05-23",0
"Waitemata","2020-05-22",0
"Waitemata","2020-05-21",0
"Waitemata","2020-05-20",0
"Waitemata","2020-05-19",0
"Waitemata","2020-05-18",0
"Waitemata","2020-05-17",0
"Waitemata","2020-05-16",0
"Waitemata","2020-05-15",0
"Waitemata","2020-05-14",1
"Waitemata","2020-05-13",0
"Waitemata","2020-05-12",0
"Waitemata","2020-05-11",0
"Waitemata","2020-05-10",2
"Waitemata","2020-05-09",0
"Waitemata","2020-05-08",1
"Waitemata","2020-05-07",1
"Waitemata","2020-05-06",1
"Waitemata","2020-05-05",1
"Waitemata","2020-05-04",0
"Waitemata","2020-05-03",0
"Waitemata","2020-05-02",0
"Waitemata","2020-05-01",2
"Waitemata","2020-04-30",1
"Waitemata","2020-04-29",0
"Waitemata","2020-04-28",0
"Waitemata","2020-04-27",2
"Waitemata","2020-04-26",1
"Waitemata","2020-04-25",3
"Waitemata","2020-04-24",3
"Waitemata","2020-04-23",1
"Waitemata","2020-04-22",0
"Waitemata","2020-04-21",0
"Waitemata","2020-04-20",0
"Waitemata","2020-04-19",1
"Waitemata","2020-04-18",4
"Waitemata","2020-04-17",1
"Waitemata","2020-04-16",5
"Waitemata","2020-04-15",1
"Waitemata","2020-04-14",0
"Waitemata","2020-04-13",6
"Waitemata","2020-04-12",3
"Waitemata","2020-04-11",7
"Waitemata","2020-04-10",6
"Waitemata","2020-04-09",4
"Waitemata","2020-04-08",4
"Waitemata","2020-04-07",6
"Waitemata","2020-04-06",2
"Waitemata","2020-04-05",9
"Waitemata","2020-04-04",10
"Waitemata","2020-04-03",6
"Waitemata","2020-04-02",8
"Waitemata","2020-04-01",7
"Waitemata","2020-03-31",7
"Waitemata","2020-03-30",4
"Waitemata","2020-03-29",8
"Waitemata","2020-03-28",7
"Waitemata","2020-03-27",1
"Waitemata","2020-03-26",3
"Waitemata","2020-03-25",4
"Waitemata","2020-03-24",3
"Waitemata","2020-03-23",1
"Waitemata","2020-03-22",1
"Waitemata","2020-03-21",1
"Waitemata","2020-03-20",1
"Waitemata","2020-03-19",0
"Waitemata","2020-03-18",0
"Waitemata","2020-03-17",0
"Waitemata","2020-03-16",0
"Waitemata","2020-03-15",0
"Waitemata","2020-03-14",0
"Waitemata","2020-03-13",0
"Waitemata","2020-03-12",0
"Waitemata","2020-03-11",0
"Waitemata","2020-03-10",0
"Waitemata","2020-03-09",0
"Waitemata","2020-03-08",0
"Waitemata","2020-03-07",0
"Waitemata","2020-03-06",0
"Waitemata","2020-03-05",0
"Waitemata","2020-03-04",0
"Waitemata","2020-03-03",0
"Waitemata","2020-03-02",0
"Waitemata","2020-03-01",0
"Waitemata","2020-02-29",0
"Waitemata","2020-02-28",0
"Waitemata","2020-02-27",0
"Waitemata","2020-02-26",0
"Auckland","2023-01-13",239
"Auckland","2023-01-12",267
"Auckland","2023-01-11",255
"Auckland","2023-01-10",312
"Auckland","2023-01-09",337
"Auckland","2023-01-08",236
"Auckland","2023-01-07",219
"Auckland","2023-01-06",325
"Auckland","2023-01-05",357
"Auckland","2023-01-04",402
"Auckland","2023-01-03",317
"Auckland","2023-01-02",250
"Auckland","2023-01-01",171
"Auckland","2022-12-31",210
"Auckland","2022-12-30",310
"Auckland","2022-12-29",370
"Auckland","2022-12-28",390
"Auckland","2022-12-27",390
"Auckland","2022-12-26",305
"Auckland","2022-12-25",246
"Auckland","2022-12-24",307
"Auckland","2022-12-23",436
"Auckland","2022-12-22",445
"Auckland","2022-12-21",519
"Auckland","2022-12-20",681
"Auckland","2022-12-19",712
"Auckland","2022-12-18",361
"Auckland","2022-12-17",389
"Auckland","2022-12-16",557
"Auckland","2022-12-15",645
"Auckland","2022-12-14",732
"Auckland","2022-12-13",731
"Auckland","2022-12-12",855
"Auckland","2022-12-11",456
"Auckland","2022-12-10",403
"Auckland","2022-12-09",579
"Auckland","2022-12-08",563
"Auckland","2022-12-07",650
"Auckland","2022-12-06",711
"Auckland","2022-12-05",752
"Auckland","2022-12-04",392
"Auckland","2022-12-03",325
"Auckland","2022-12-02",429
"Auckland","2022-12-01",522
"Auckland","2022-11-30",612
"Auckland","2022-11-29",585
"Auckland","2022-11-28",637
"Auckland","2022-11-27",367
"Auckland","2022-11-26",329
"Auckland","2022-11-25",407
"Auckland","2022-11-24",448
"Auckland","2022-11-23",459
"Auckland","2022-11-22",528
"Auckland","2022-11-21",457
"Auckland","2022-11-20",270
"Auckland","2022-11-19",268
"Auckland","2022-11-18",504
"Auckland","2022-11-17",284
"Auckland","2022-11-16",378
"Auckland","2022-11-15",403
"Auckland","2022-11-14",403
"Auckland","2022-11-13",232
"Auckland","2022-11-12",215
"Auckland","2022-11-11",298
"Auckland","2022-11-10",338
"Auckland","2022-11-09",367
"Auckland","2022-11-08",335
"Auckland","2022-11-07",384
"Auckland","2022-11-06",195
"Auckland","2022-11-05",187
"Auckland","2022-11-04",220
"Auckland","2022-11-03",292
"Auckland","2022-11-02",288
"Auckland","2022-11-01",335
"Auckland","2022-10-31",388
"Auckland","2022-10-30",218
"Auckland","2022-10-29",208
"Auckland","2022-10-28",274
"Auckland","2022-10-27",299
"Auckland","2022-10-26",346
"Auckland","2022-10-25",408
"Auckland","2022-10-24",254
"Auckland","2022-10-23",206
"Auckland","2022-10-22",140
"Auckland","2022-10-21",238
"Auckland","2022-10-20",253
"Auckland","2022-10-19",262
"Auckland","2022-10-18",359
"Auckland","2022-10-17",338
"Auckland","2022-10-16",172
"Auckland","2022-10-15",166
"Auckland","2022-10-14",214
"Auckland","2022-10-13",227
"Auckland","2022-10-12",291
"Auckland","2022-10-11",260
"Auckland","2022-10-10",271
"Auckland","2022-10-09",155
"Auckland","2022-10-08",137
"Auckland","2022-10-07",197
"Auckland","2022-10-06",243
"Auckland","2022-10-05",205
"Auckland","2022-10-04",229
"Auckland","2022-10-03",218
"Auckland","2022-10-02",144
"Auckland","2022-10-01",115
"Auckland","2022-09-30",138
"Auckland","2022-09-29",174
"Auckland","2022-09-28",196
"Auckland","2022-09-27",213
"Auckland","2022-09-26",142
"Auckland","2022-09-25",108
"Auckland","2022-09-24",109
"Auckland","2022-09-23",158
"Auckland","2022-09-22",206
"Auckland","2022-09-21",192
"Auckland","2022-09-20",197
"Auckland","2022-09-19",224
"Auckland","2022-09-18",120
"Auckland","2022-09-17",115
"Auckland","2022-09-16",147
"Auckland","2022-09-15",177
"Auckland","2022-09-14",209
"Auckland","2022-09-13",167
"Auckland","2022-09-12",245
"Auckland","2022-09-11",127
"Auckland","2022-09-10",126
"Auckland","2022-09-09",151
"Auckland","2022-09-08",205
"Auckland","2022-09-07",183
"Auckland","2022-09-06",216
"Auckland","2022-09-05",196
"Auckland","2022-09-04",149
"Auckland","2022-09-03",118
"Auckland","2022-09-02",233
"Auckland","2022-09-01",180
"Auckland","2022-08-31",257
"Auckland","2022-08-30",244
"Auckland","2022-08-29",260
"Auckland","2022-08-28",181
"Auckland","2022-08-27",140
"Auckland","2022-08-26",212
"Auckland","2022-08-25",255
"Auckland","2022-08-24",292
"Auckland","2022-08-23",337
"Auckland","2022-08-22",362
"Auckland","2022-08-21",244
"Auckland","2022-08-20",218
"Auckland","2022-08-19",335
"Auckland","2022-08-18",414
"Auckland","2022-08-17",463
"Auckland","2022-08-16",500
"Auckland","2022-08-15",510
"Auckland","2022-08-14",352
"Auckland","2022-08-13",288
"Auckland","2022-08-12",368
"Auckland","2022-08-11",403
"Auckland","2022-08-10",563
"Auckland","2022-08-09",543
"Auckland","2022-08-08",549
"Auckland","2022-08-07",408
"Auckland","2022-08-06",341
"Auckland","2022-08-05",439
"Auckland","2022-08-04",534
"Auckland","2022-08-03",564
"Auckland","2022-08-02",634
"Auckland","2022-08-01",734
"Auckland","2022-07-31",482
"Auckland","2022-07-30",473
"Auckland","2022-07-29",597
"Auckland","2022-07-28",773
"Auckland","2022-07-27",724
"Auckland","2022-07-26",768
"Auckland","2022-07-25",820
"Auckland","2022-07-24",638
"Auckland","2022-07-23",504
"Auckland","2022-07-22",690
"Auckland","2022-07-21",751
"Auckland","2022-07-20",840
"Auckland","2022-07-19",919
"Auckland","2022-07-18",891
"Auckland","2022-07-17",626
"Auckland","2022-07-16",620
"Auckland","2022-07-15",860
"Auckland","2022-07-14",964
"Auckland","2022-07-13",1001
"Auckland","2022-07-12",1087
"Auckland","2022-07-11",1110
"Auckland","2022-07-10",841
"Auckland","2022-07-09",824
"Auckland","2022-07-08",979
"Auckland","2022-07-07",949
"Auckland","2022-07-06",1043
"Auckland","2022-07-05",1072
"Auckland","2022-07-04",922
"Auckland","2022-07-03",597
"Auckland","2022-07-02",526
"Auckland","2022-07-01",602
"Auckland","2022-06-30",733
"Auckland","2022-06-29",740
"Auckland","2022-06-28",839
"Auckland","2022-06-27",826
"Auckland","2022-06-26",511
"Auckland","2022-06-25",422
"Auckland","2022-06-24",410
"Auckland","2022-06-23",469
"Auckland","2022-06-22",502
"Auckland","2022-06-21",512
"Auckland","2022-06-20",549
"Auckland","2022-06-19",360
"Auckland","2022-06-18",320
"Auckland","2022-06-17",402
"Auckland","2022-06-16",486
"Auckland","2022-06-15",534
"Auckland","2022-06-14",552
"Auckland","2022-06-13",548
"Auckland","2022-06-12",395
"Auckland","2022-06-11",429
"Auckland","2022-06-10",435
"Auckland","2022-06-09",590
"Auckland","2022-06-08",683
"Auckland","2022-06-07",604
"Auckland","2022-06-06",519
"Auckland","2022-06-05",377
"Auckland","2022-06-04",440
"Auckland","2022-06-03",602
"Auckland","2022-06-02",616
"Auckland","2022-06-01",757
"Auckland","2022-05-31",832
"Auckland","2022-05-30",844
"Auckland","2022-05-29",574
"Auckland","2022-05-28",469
"Auckland","2022-05-27",643
"Auckland","2022-05-26",725
"Auckland","2022-05-25",785
"Auckland","2022-05-24",877
"Auckland","2022-05-23",945
"Auckland","2022-05-22",653
"Auckland","2022-05-21",522
"Auckland","2022-05-20",732
"Auckland","2022-05-19",900
"Auckland","2022-05-18",1061
"Auckland","2022-05-17",1078
"Auckland","2022-05-16",1043
"Auckland","2022-05-15",746
"Auckland","2022-05-14",586
"Auckland","2022-05-13",778
"Auckland","2022-05-12",758
"Auckland","2022-05-11",1136
"Auckland","2022-05-10",828
"Auckland","2022-05-09",976
"Auckland","2022-05-08",691
"Auckland","2022-05-07",619
"Auckland","2022-05-06",684
"Auckland","2022-05-05",791
"Auckland","2022-05-04",933
"Auckland","2022-05-03",885
"Auckland","2022-05-02",895
"Auckland","2022-05-01",629
"Auckland","2022-04-30",576
"Auckland","2022-04-29",707
"Auckland","2022-04-28",825
"Auckland","2022-04-27",875
"Auckland","2022-04-26",886
"Auckland","2022-04-25",546
"Auckland","2022-04-24",470
"Auckland","2022-04-23",452
"Auckland","2022-04-22",561
"Auckland","2022-04-21",671
"Auckland","2022-04-20",703
"Auckland","2022-04-19",773
"Auckland","2022-04-18",609
"Auckland","2022-04-17",458
"Auckland","2022-04-16",387
"Auckland","2022-04-15",370
"Auckland","2022-04-14",509
"Auckland","2022-04-13",614
"Auckland","2022-04-12",564
"Auckland","2022-04-11",600
"Auckland","2022-04-10",408
"Auckland","2022-04-09",359
"Auckland","2022-04-08",447
"Auckland","2022-04-07",556
"Auckland","2022-04-06",640
"Auckland","2022-04-05",638
"Auckland","2022-04-04",677
"Auckland","2022-04-03",500
"Auckland","2022-04-02",463
"Auckland","2022-04-01",532
"Auckland","2022-03-31",642
"Auckland","2022-03-30",805
"Auckland","2022-03-29",732
"Auckland","2022-03-28",790
"Auckland","2022-03-27",599
"Auckland","2022-03-26",526
"Auckland","2022-03-25",707
"Auckland","2022-03-24",848
"Auckland","2022-03-23",1079
"Auckland","2022-03-22",1144
"Auckland","2022-03-21",1146
"Auckland","2022-03-20",900
"Auckland","2022-03-19",745
"Auckland","2022-03-18",1006
"Auckland","2022-03-17",1179
"Auckland","2022-03-16",1338
"Auckland","2022-03-15",1512
"Auckland","2022-03-14",1646
"Auckland","2022-03-13",1312
"Auckland","2022-03-12",1257
"Auckland","2022-03-11",1674
"Auckland","2022-03-10",2005
"Auckland","2022-03-09",2012
"Auckland","2022-03-08",2361
"Auckland","2022-03-07",2798
"Auckland","2022-03-06",2018
"Auckland","2022-03-05",2014
"Auckland","2022-03-04",2754
"Auckland","2022-03-03",3710
"Auckland","2022-03-02",3681
"Auckland","2022-03-01",3609
"Auckland","2022-02-28",3621
"Auckland","2022-02-27",2524
"Auckland","2022-02-26",2199
"Auckland","2022-02-25",4736
"Auckland","2022-02-24",822
"Auckland","2022-02-23",716
"Auckland","2022-02-22",518
"Auckland","2022-02-21",495
"Auckland","2022-02-20",456
"Auckland","2022-02-19",568
"Auckland","2022-02-18",278
"Auckland","2022-02-17",313
"Auckland","2022-02-16",307
"Auckland","2022-02-15",233
"Auckland","2022-02-14",88
"Auckland","2022-02-13",121
"Auckland","2022-02-12",144
"Auckland","2022-02-11",103
"Auckland","2022-02-10",68
"Auckland","2022-02-09",69
"Auckland","2022-02-08",23
"Auckland","2022-02-07",25
"Auckland","2022-02-06",22
"Auckland","2022-02-05",21
"Auckland","2022-02-04",26
"Auckland","2022-02-03",32
"Auckland","2022-02-02",21
"Auckland","2022-02-01",19
"Auckland","2022-01-31",17
"Auckland","2022-01-30",12
"Auckland","2022-01-29",25
"Auckland","2022-01-28",10
"Auckland","2022-01-27",11
"Auckland","2022-01-26",2
"Auckland","2022-01-25",5
"Auckland","2022-01-24",6
"Auckland","2022-01-23",2
"Auckland","2022-01-22",7
"Auckland","2022-01-21",2
"Auckland","2022-01-20",8
"Auckland","2022-01-19",4
"Auckland","2022-01-18",9
"Auckland","2022-01-17",2
"Auckland","2022-01-16",0
"Auckland","2022-01-15",4
"Auckland","2022-01-14",6
"Auckland","2022-01-13",5
"Auckland","2022-01-12",4
"Auckland","2022-01-11",7
"Auckland","2022-01-10",7
"Auckland","2022-01-09",11
"Auckland","2022-01-08",5
"Auckland","2022-01-07",12
"Auckland","2022-01-06",7
"Auckland","2022-01-05",1
"Auckland","2022-01-04",4
"Auckland","2022-01-03",2
"Auckland","2022-01-02",3
"Auckland","2022-01-01",11
"Auckland","2021-12-31",13
"Auckland","2021-12-30",10
"Auckland","2021-12-29",0
"Auckland","2021-12-28",3
"Auckland","2021-12-27",2
"Auckland","2021-12-26",4
"Auckland","2021-12-25",14
"Auckland","2021-12-24",5
"Auckland","2021-12-23",5
"Auckland","2021-12-22",9
"Auckland","2021-12-21",3
"Auckland","2021-12-20",4
"Auckland","2021-12-19",11
"Auckland","2021-12-18",17
"Auckland","2021-12-17",12
"Auckland","2021-12-16",15
"Auckland","2021-12-15",15
"Auckland","2021-12-14",18
"Auckland","2021-12-13",13
"Auckland","2021-12-12",14
"Auckland","2021-12-11",9
"Auckland","2021-12-10",18
"Auckland","2021-12-09",18
"Auckland","2021-12-08",22
"Auckland","2021-12-07",18
"Auckland","2021-12-06",28
"Auckland","2021-12-05",21
"Auckland","2021-12-04",23
"Auckland","2021-12-03",32
"Auckland","2021-12-02",27
"Auckland","2021-12-01",22
"Auckland","2021-11-30",23
"Auckland","2021-11-29",19
"Auckland","2021-11-28",40
"Auckland","2021-11-27",28
"Auckland","2021-11-26",35
"Auckland","2021-11-25",47
"Auckland","2021-11-24",43
"Auckland","2021-11-23",35
"Auckland","2021-11-22",36
"Auckland","2021-11-21",23
"Auckland","2021-11-20",35
"Auckland","2021-11-19",24
"Auckland","2021-11-18",40
"Auckland","2021-11-17",40
"Auckland","2021-11-16",28
"Auckland","2021-11-15",53
"Auckland","2021-11-14",56
"Auckland","2021-11-13",31
